dataset,clf,best_extractor,best_mean_f1,best_std_f1,comparison_extractor,comparison_mean_f1,comparison_std_f1,delta,t_stat,p_value,p_value_holm,cohens_d,rank,significant_05,significant_01,significant_001
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,gabor,0.2606279011645388,0.023526879846580098,0.5707531708407552,30.593030379784132,6.801020604332013e-06,8.214760310877422e-05,13.68161911305474,14,True,True,True
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,hog,0.18949298571963616,0.012310084562632547,0.6418880862856579,39.65178659461642,2.4169127274194403e-06,3.3836778183872165e-05,17.732818050485555,15,True,True,True
Soil,svm,efficientnet_b0,0.831381072005294,0.03145332563583616,drlbp,0.19420085484105198,0.010371235105803131,0.637180217164242,45.227807509064036,1.4292724591099857e-06,2.1439086886649787e-05,20.22649041206646,16,True,True,True
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,convnext_v2_t,0.6105004641232712,0.08888954885921298,0.12381462916550634,7.059960749358424,0.0021231313709885197,0.021910847088537987,3.157310430728646,1,True,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,deit_s,0.6242295620002387,0.11772632491993737,0.11008553128853882,1.7642217171382828,0.15246383133260563,0.6098553253304225,0.7889839373748666,2,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,densenet121,0.6207205513784461,0.13455015026405104,0.11359454191033147,2.049215487769926,0.109788057624415,0.548940288122075,0.9164370262323951,3,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,dinov2_large,0.6998815557412048,0.10194945980613693,0.03443353754757272,0.9600812105519758,0.3913829118544052,0.6310411148711506,0.4293613701375474,4,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,dinov2_small,0.6824022556390977,0.04337795383157173,0.0519128376496798,1.4905041530543746,0.2103470382903835,0.6310411148711506,0.6665737213865074,5,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,drlbp,0.32048979591836735,0.028730916721992298,0.4138252973704102,12.064353398379344,0.00027070737591905117,0.0032484885110286143,5.39534286060102,6,True,True,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,efficientnet_b0,0.6309608744082428,0.08302196525156533,0.10335421888053475,2.475718825099555,0.06852496110122444,0.41114976660734665,1.1071751172078428,7,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,gabor,0.26364502164502157,0.06532878885096763,0.47067007164375596,23.481351100908107,1.9499614683330685e-05,0.00031199383493329095,10.501179452799718,8,True,True,True
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,glcm,0.24801512840071188,0.06795283187303,0.48629996488806565,12.640188577878236,0.00022554321542766876,0.0029320618005596938,5.652864181644716,9,True,True,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,hog,0.17761825860948668,0.06280956905270728,0.5566968346792909,16.403303640863648,8.08614300379692e-05,0.001212921450569538,7.335780399211516,10,True,True,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,lbp,0.43040893901420213,0.04012843040506205,0.3039061542745754,14.687105345193455,0.00012505531047456595,0.0017507743466439233,6.568273188768656,11,True,True,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,resnet101,0.6188195488721805,0.06620404418443102,0.11549554441659704,3.112370494786369,0.03578969229013946,0.28631753832111567,1.3918943994846207,12,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,resnet50,0.598375104427736,0.07426110051778156,0.13593998886104153,3.5440514985750995,0.023926101583683853,0.21533491425315468,1.584948013296305,13,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,swin_t,0.6185445178603073,0.046871621414904294,0.11577057542847025,2.9146883286584093,0.043473728390956576,0.304316098736696,1.303488247206414,14,False,False,False
VisTex,knn,dinov2,0.7343150932887775,0.061158594079647965,vgg16,0.5959948084496955,0.05278506278446005,0.138320284839082,7.180935089336472,0.0019918951898670895,0.021910847088537987,3.211411800279415,15,True,False,False
